W115 37 51.98/N35 51 31.99
W115 41 46.86/N34 45 08.75
W115 20 45.41/N34 48 28.60
W115 46 37.12/N34 46 01.44
W115 40 08.89/N34 46 19.65
W115 46 37.12/N34 52 10.89
W115 10 46.49/N35 15 43.46
